,topDistance,bottomDistance,birdPosition,jump
1561,72.2357252334328,140.06427096158393,474.0,0
1562,70.2353187506115,132.41223508422476,480.0,0
1563,75.16648189186454,115.97413504743201,496.0,0
1564,83.24061508662703,99.64436762808022,512.0,0
1565,93.64827814754524,83.48652585896721,528.0,0
1566,83.78693215531882,88.1490215487387,519.5,1
1567,70.91720524668185,96.8465280740616,507.5,0
1568,57.688820407423826,106.90182411914213,495.0,0
1569,46.61544808322666,115.20850663036997,485.0,0
1570,40.078048854703496,118.55905701379376,480.5,0
1571,43.00290687848904,111.8000447227102,486.5,0
1572,56.7824796922431,95.25885785584457,502.5,0
1573,71.84184017687743,78.81148393476677,518.5,0
1574,63.0317380372777,87.02298546935747,510.0,1
1575,51.088159097779204,99.04544411531506,498.0,0
1576,39.322385482063524,111.78662710718129,485.5,0
1577,31.32491021535417,122.19349409849937,475.5,0
1578,30.0,127.27922061357856,471.0,0
1579,37.8021163428716,122.18428704215611,477.0,0
1580,53.85164807134504,107.70329614269008,493.0,0
1581,70.2353187506115,93.98404119849285,509.0,0
1582,65.62202374203343,103.7123425634577,500.5,1
1583,59.7599364122821,116.71011095873399,488.5,0
1584,56.08029957123981,130.17296186228538,476.0,0
1585,56.302753041036986,141.315250415516,466.0,0
1586,59.78503157145608,147.39148550713506,461.5,0
1587,66.2514150792268,144.0112842800869,467.5,0
1588,77.17674520216566,132.31118622399242,483.5,0
1589,89.9180182165955,121.8000410508962,499.5,0
1590,341.85706077248136,338.99299402790024,515.5,0
1591,335.0492501110844,335.9434476217686,507.0,1
1592,327.72702055216627,334.07334524023315,495.0,0
1593,320.68871199342203,332.8531958686892,482.5,0
1594,314.3664263244407,331.3249915113558,472.5,0
1595,308.8769981724117,328.18439938546743,468.0,0
1596,304.63748948545384,321.40939625343873,474.0,0
1597,302.2333535531775,311.52046481732145,490.0,0
1598,300.74573978695025,302.2383165649253,506.0,0
1599,293.94089541947034,299.751980810803,497.5,1
1600,286.6640019255993,298.70763297913896,485.5,0
1601,279.7320146139873,298.41246622753545,473.0,0
1602,273.5415873317986,297.6995129320839,463.0,0
1603,268.1217074389912,295.02415155373296,458.5,0
1604,263.7693120891814,287.96570976420094,464.5,0
1605,261.17283549404596,277.05820688079245,480.5,0
1606,259.6348397268749,266.7587861720772,496.5,0
1607,252.83393759541065,265.0,488.0,1
1608,245.6175889467202,265.0056603169072,476.0,0
1609,238.82891365996707,265.8745004696765,463.5,0
1610,232.81806201409717,266.1846163849444,453.5,0
1611,227.49505489130968,264.1098256407739,449.0,0
1612,222.9910312097776,256.7586415293554,455.0,0
1613,220.1317787144782,244.65894629054543,471.0,0
1614,218.52459815773602,233.13729860320507,487.0,0
1615,218.19715855161817,222.28360263411244,503.0,0
1616,210.86547844538234,220.93947134905522,494.5,1
1617,202.8823550730817,221.61058187731018,482.5,0
1618,195.34584715319647,223.29352879114074,470.0,0
1619,188.79883474216678,224.37691503361035,460.0,0
1620,183.26551776043414,222.79194330136806,455.5,0
1621,179.12356070601098,215.2562426504746,461.5,0
1622,177.41547283143035,202.30237269987714,477.5,0
1623,177.282965904793,189.94538688791576,493.5,0
1624,169.83815825661793,189.85520798756087,485.0,1
1625,161.7714437099453,192.27584351654787,473.0,0
1626,154.29274124209473,195.84751721683887,460.5,0
1627,147.92312192487014,198.5730344231059,450.5,0
1628,142.50614021858848,198.01010075246163,446.0,0
1629,138.1774221788784,190.24457942343588,452.0,0
1630,136.3084736911099,175.72706109191037,468.0,0
1631,136.48809471891678,161.64467204334326,484.0,0
1632,138.70832707519762,148.12157169028418,500.0,0
1633,130.3658314129895,149.14841601572576,491.5,1
1634,120.8894122741938,153.1804491441385,479.5,0
1635,111.97321108193691,158.54967675779096,467.0,0
1636,104.5609869884557,162.88953311984167,457.0,0
1637,98.7484177088423,163.40517127679894,452.5,0
1638,95.20635482991669,155.6092863552815,458.5,0
1639,95.96483731033987,139.8543885618181,474.5,0
1640,99.58036955143318,124.3633788540662,490.5,0
1641,105.76034228386366,109.24856978468871,506.5,0
1642,114.08878121883852,94.69028461251978,522.5,0
1643,104.35037134576953,96.89685237405806,514.0,1
1644,92.02173656261873,102.80077820717118,502.0,0
1645,79.55658363705672,110.35963936149845,489.5,0
1646,69.09594778277523,116.72296260804897,479.5,0
1647,62.369864518050704,118.70130580579136,475.0,0
1648,63.0317380372777,111.23398761170077,481.0,0
1649,73.06161783043132,94.54099639838793,497.0,0
1650,85.23496934944014,77.87810988975015,513.0,0
1651,75.49337719296972,83.95981181493917,504.5,1
1652,62.5,94.10765112359356,492.5,0
1653,49.040799340956916,105.38026380684383,480.0,0
1654,37.94733192202055,114.6298390472568,470.0,0
1655,32.26840560052511,118.70657100598939,465.5,0
1656,37.5532954612508,112.51777637333578,471.5,0
1657,53.584046133154224,96.54662086266924,487.5,0
1658,69.95891651533778,80.89653886292045,503.5,0
1659,62.369864518050704,89.94442728707543,495.0,1
1660,52.20153254455275,102.59142264341595,483.0,0
1661,43.142206712220926,115.80695143211395,470.5,0
1662,38.55191305240247,126.63431604426977,460.5,0
1663,39.66106403010388,132.1854757528224,456.0,0
1664,47.20169488482379,127.7810627597063,462.0,0
1665,61.5223536610881,114.38968484964018,478.0,0
1666,76.83749084919418,102.0,494.0,0
1667,92.65527507918802,91.02197536858887,510.0,0
1668,88.99578641711078,100.84765738479005,501.5,1
1669,83.95981181493917,113.57486517711567,489.5,0
1670,80.45495634204272,126.77933585565118,477.0,0
1671,80.11242100947892,137.90576492663388,467.0,0
1672,362.48344789796954,332.03049558737825,462.5,0
1673,360.3904133020189,327.0034403488746,468.5,0
1674,362.96039728874,322.4751928443489,484.5,0
1675,366.28028884994615,318.7651957162199,500.5,0
1676,357.72754995946286,313.0,492.0,1
1677,347.588837565305,307.2751210234893,480.0,0
1678,337.42295416879983,302.00041390700113,467.5,0
1679,328.55631176405666,297.151897183915,457.5,0
1680,322.11799080461185,292.33542378576016,453.0,0
1681,320.2077450656058,287.1114766079545,459.0,0
1682,323.24603632527345,282.11345235560816,475.0,0
1683,327.11618730964693,278.03776721877193,491.0,0
1684,331.78908963376114,274.9254444390333,507.0,0
1685,322.84864875046327,268.8517249340238,498.5,1
1686,312.04847379854306,262.724665762467,486.5,0
1687,301.16108646370634,257.09531306501873,474.0,0
1688,291.7413237784459,252.01785651020842,464.0,0
1689,285.15828937626907,247.11384016278814,459.5,0
1690,283.93000898108676,242.00464871568067,465.5,0
1691,288.4948006463895,237.4431510909506,481.5,0
1692,279.5711000801048,232.07757323791543,473.0,1
1693,268.8215021161812,227.07928130941406,461.0,0
1694,258.0237392179254,222.76949970765747,448.5,0
1695,248.6991153985072,218.86354196165243,438.5,0
1696,242.1425200166216,214.55302374937528,434.0,0
1697,240.7862122298534,208.75344308537763,440.0,0
